Temp,DO,PH,BOD,Tot_col,BOD_log,Tot_col_log
18.8,7.2,7.1,1.9,63.0,1.0647107369924282,4.1588830833596715
18.9,7.4,7.1,1.5,40.0,0.9162907318741551,3.713572066704308
25.1,7.5,7.4,1.7,59.0,0.9932517730102833,4.0943445622221
18.8,7.1,7.1,1.9,48.0,1.0647107369924282,3.8918202981106265
20.2,7.3,7.2,1.9,48.0,1.0647107369924282,3.8918202981106265
20.0,7.3,7.3,2.0,54.0,1.0986122886681098,4.007333185232471
18.5,1.5,6.9,33.9,34251.0,3.5524868292083815,10.441500236146082
18.8,3.9,7.1,17.0,22223.0,2.8903717578961645,10.008928064994125
18.3,1.0,7.2,57.2,83554.0,4.063885354737392,11.333260376637483
18.5,0.9,7.2,61.1,106333.0,4.128745988939433,11.574340362671695
18.2,7.2,7.0,1.9,60.0,1.0647107369924282,4.110873864173311
22.1,7.7,7.2,1.6,59.0,0.9555114450274363,4.0943445622221
17.6,7.3,6.9,2.2,52.0,1.1631508098056809,3.970291913552122
18.7,1.2,7.1,45.7,94083.0,3.8437441646748516,11.451943279235435
18.7,3.2,7.1,23.5,54083.0,3.1986731175506815,10.89829367247865
23.1,7.2,7.2,6.9,552.0,2.066862759472976,6.315358001522335
22.6,7.2,7.1,2.1,120.0,1.1314021114911006,4.795790545596741
20.0,7.5,7.3,1.9,42.0,1.0647107369924282,3.7612001156935624
19.9,7.6,7.3,1.9,43.0,1.0647107369924282,3.784189633918261
24.5,7.1,7.3,1.4,115.0,0.8754687373538999,4.7535901911063645
24.4,7.2,7.3,1.5,68.0,0.9162907318741551,4.23410650459726
23.6,6.9,7.1,1.6,29.0,0.9555114450274363,3.4011973816621555
23.5,6.8,7.1,1.4,86.0,0.8754687373538999,4.465908118654584
27.3,6.2,7.8,2.1,340.0,1.1314021114911006,5.831882477283517
29.1,6.4,7.8,4.1,500.0,1.62924053973028,6.2166061010848646
26.6,6.6,7.9,4.2,572.0,1.6486586255873816,6.35088571671474
27.0,6.7,0.0,1.8965,468.0,1.0635031115545417,6.150602768446279
27.1,7.3,7.9,0.5,173.0,0.4054651081081644,5.159055299214529
27.3,5.0,7.6,1.8,174.0,1.0296194171811581,5.1647859739235145
27.0,6.7,0.0,1.8965,227.0,1.0635031115545417,5.429345628954441
24.5,6.0,7.7,8.6,1183.0,2.2617630984737906,7.076653815443951
27.0,6.7,7.3,1.8965,24.0,1.0635031115545417,3.2188758248682006
27.5,5.3,7.8,2.8,23.0,1.33500106673234,3.1780538303479458
